Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
1609889173.246917,-110.84498596191406,32.30729293823242,19.526321783843528,4.230289861993219,0.37541797731388804,166.4179773138881,0.0,-3.0000000000000004,4.0,3.0,-0.3276483526348865,19.47671064204046,19.778881559659926,19.70314692660999,19.76685307339001
1609889173.349183,-110.84498596191406,32.30729293823242,19.860000000000003,0.8332302495420698,0.3862226513799594,177.22265137995942,0.1898119513761686,11.444513166971953,2.0,3.0000000000000004,-0.4000000000000001,20.075638620957747,19.95829782064676,19.854574455161686,19.847446730970134
1609889173.44316,-110.8449935913086,32.30729293823242,19.906854819003737,-4.881208706029996,0.39,181.0,0.5,17.475165175880015,1.0,3.0,-0.2,20.136280973253417,20.08209365775114,20.161046828875566,20.041625368995433
1609889173.550303,-110.84500122070312,32.30729293823242,19.951193772661455,-2.173330449099278,0.39,181.0,0.5,-4.586665224549638,1.0,2.9999999999999996,-0.19999999999999998,20.042399302288217,20.065067131807854,19.931199651144112,19.69133391475981
1609889173.653359,-110.84500885009766,32.30729293823242,19.86,-3.82170070842564,0.08288049229222137,128.88049229222136,0.7500000000000001,2.9108503542128203,1.0,3.0000000000000004,-0.10738840702348214,19.976062662940087,19.98262489137328,20.043437771566808,20.03950043450689
1609889173.756471,-110.84501647949219,32.30729293823242,19.945316082774287,-2.4898766362180993,0.13781717874121904,183.81717874121904,0.25,8.362345795272624,0.0,3.0000000000000004,-0.2,20.19740583770323,20.16221751310969,20.170710916361372,19.45041903119987
1609889173.848515,-110.84501647949219,32.30729293823242,20.03,0.0,0.13604912758471102,182.04912758471104,0.75,-4.399295835977059,0.0,3.0000000000000004,-0.2,20.109999999999996,20.107180114099425,20.218924205378976,20.250203748981257
1609889173.954493,-110.84502410888672,32.30729293823242,19.97,-9.944569489703364,0.051967078687017734,97.96707868701773,0.5,-4.861423724258407,0.0,2.9999999999999996,-0.19999999999999998,20.246991247264774,20.201203501094092,20.07180525164113,20.129999999999995
1609889174.048483,-110.84503173828125,32.30729293823242,20.091537109024582,-4.687004716981131,0.18074778462723945,226.74778462723947,-0.17175117924528302,7.687004716981131,0.0,3.0,-0.4,20.29000000000001,20.292166252323142,20.011889165117907,20.24433250464628
1609889174.166795,-110.84503936767578,32.30729293823242,20.19,-6.7780766721230785,0.1409827255043492,186.98272550434922,-0.09725958401538479,0.7780766721230783,0.0,3.0000000000000004,-0.6000000000000001,20.252719697332505,20.235439394665008,20.153598486662517,20.244560605334996
1609889174.339785,-110.84504699707031,32.30729293823242,20.068334744141286,-3.0,-0.056411126187245586,116.58887381275439,0.25,3.5270616356496496,-1.5386934210829095,1.5,0.3487102192972364,20.268750298997546,20.24499880400983,20.216250896992626,20.151249701002456
1609889174.444922,-110.84505462646484,32.30729293823242,20.139999999999997,-2.9947136461960233,-0.007950046794571829,165.04995320542815,0.25,7.497356823098013,-2.9999999999999996,1.4999999999999998,0.1933191203947684,20.207348967565753,20.15269367124994,20.264008527763142,20.25
1609889174.549029,-110.84506225585938,32.30729293823242,20.08,-4.562538089263309,0.10937113044283003,155.37113044283,0.25,-1.4374619107366913,-3.0,1.5,-0.5455413481915375,20.265959718389766,20.225533176883204,20.260000000000005,20.169999999999998
1609889174.650003,-110.8450698852539,32.30729293823242,20.080000000000002,-3.4983758591469734,-0.07524877838459328,97.75122161540673,0.25,1.2524362112795406,-5.4078770553885995,0.0,0.5,20.17533708956674,20.231502817175052,20.182331455216634,19.99300563435011
1609889174.752976,-110.84507751464844,32.30729293823242,20.080000000000005,-0.774681013700241,-0.04426162122450914,128.73837877549084,0.25,7.77468101370024,-2.0,0.0,0.5,20.206353915062266,20.22872921698755,20.198729216987548,20.26635391506227
1609889174.854022,-110.84507751464844,32.30729293823242,20.109273464740625,-4.999999999999999,-0.007049315886957042,165.95068411304294,0.0,3.0417862649744984,-1.0,0.0,0.5,20.200000000000003,20.257063954844433,20.22,20.201223352148155
1609889174.95803,-110.84508514404297,32.30729293823242,20.12048996003275,-0.7172011661807579,0.0918004884806066,137.8004884806066,-0.03534985422740524,-1.1413994169096209,-1.0,0.0,0.2609048669451355,20.241858028751295,20.195929014375647,20.03221295687306,19.95743211500516
1609889175.050034,-110.8450927734375,32.30729293823242,20.080000000000002,-0.5283346298845071,-0.14820686086760002,24.793139132399993,-0.25,5.528334629884506,-1.0,0.0,0.0,20.24084031791908,20.19747904624278,20.069159682080922,20.149159682080924
