Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed
1617725628.925038,-111.21633911132812,32.462852478027344,0.0,-3.0,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.146158,-111.21634674072266,32.46284484863281,0.0,-3.0,0.0,46.0,0.0,-5.5,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.293322,-111.21634674072266,32.46284103393555,0.0,-2.0,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.398343,-111.21634674072266,32.46284484863281,0.0,-3.0,0.0,46.0,0.0,-5.5,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.50057,-111.21634674072266,32.46284484863281,0.0,-2.0,0.0,46.0,0.0,-5.5,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.602586,-111.21635437011719,32.46284484863281,0.0,-3.0,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.70369,-111.21635437011719,32.46284484863281,0.0,-3.0,0.0,46.0,0.0,-5.5,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.80764,-111.21635437011719,32.46284484863281,0.0,-3.5,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725629.909626,-111.21635437011719,32.46284866333008,0.0,-3.5,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725630.002769,-111.21634674072266,32.46284866333008,0.0,-2.0,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725630.108851,-111.21634674072266,32.462852478027344,0.0,-2.5,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
1617725630.204808,-111.21634674072266,32.462852478027344,0.0,-2.0,0.0,46.0,0.0,-6.0,0.0,-10.5,0.30000000000000004,0.0,0.0,0.0,0.0
