Time,Longitude,Latitude,Speed,LatAcceleration,LongAcceleration,ZAcceleration,YawRate,SteerTorque,SteerRate,SteerAngle,SteerFraction,FLWheelSpeed,FRWheelSpeed,RRWheelSpeed,RLWheelSpeed,LongDelEst,LatDelEst,LongVelEst,LatVelEst
1617042189.289335,-110.96063232421875,32.25699234008789,0.0,-1.0,0.0,46.0,0.0,-6.000000000000001,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042189.496827,-110.96060943603516,32.257041931152344,0.0,-1.0,0.0,46.00000000000001,0.0,-6.045720274834052,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042189.665723,-110.96060943603516,32.25703811645508,0.0,-1.0,0.0,46.00000000000001,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042189.76981,-110.96060943603516,32.25703430175781,0.0,-1.383738435901856,0.0,45.99999999999999,0.0,-7.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042189.875923,-110.96060180664062,32.25703430175781,0.0,-1.0,0.0,45.99999999999999,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042189.974991,-110.96060180664062,32.25703430175781,0.0,-1.867337251084592,0.0,46.0,0.0,-7.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.072065,-110.96060180664062,32.25703430175781,0.0,-1.0,0.0,46.0,0.0,-5.999999999999999,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.174331,-110.96060180664062,32.25703430175781,0.0,-1.0,0.0,46.0,0.0,-6.000000000000001,0.0,19.499999999999996,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.280632,-110.96060180664062,32.25703048706055,0.0,-1.0,0.0,45.99999999999999,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.364756,-110.96060180664062,32.25703048706055,0.0,-0.3732166322507978,0.0,46.0,0.0,-7.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.47187,-110.96060180664062,32.25702667236328,0.0,-1.0,0.0,46.00000000000001,0.0,-6.999999999999999,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.582058,-110.96060180664062,32.257022857666016,0.0,-1.0,0.0,46.0,0.0,-5.999999999999999,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.674039,-110.96060180664062,32.25701904296875,0.0,-1.0,0.0,46.0,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.777173,-110.9605941772461,32.257015228271484,0.0,-1.0,0.0,45.99999999999999,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042190.877183,-110.9605941772461,32.257015228271484,0.0,-1.0,0.0,46.0,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.087213,-110.9605941772461,32.25701141357422,0.0,-1.0,0.0,46.0,0.0,-5.999999999999999,0.0,19.500000000000004,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.29625,-110.9605941772461,32.25700759887695,0.0,-1.0,0.0,46.0,0.0,-6.083689749627565,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.472655,-110.9605941772461,32.25700378417969,0.0,-1.7330973451327434,0.0,45.99999999999999,0.0,-6.000000000000002,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.570767,-110.9605941772461,32.25699996948242,0.0,-1.0,0.0,46.00000000000001,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.674642,-110.9605941772461,32.256996154785156,0.0,-1.8258445784285577,0.0,46.0,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.76566,-110.9605941772461,32.256996154785156,0.0,-1.623202335184394,0.0,46.0,0.0,-6.376797664815606,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.876709,-110.9605941772461,32.25699234008789,0.0,-1.0,0.0,46.0,0.0,-6.05028669586045,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042191.980718,-110.9605941772461,32.25699234008789,0.0,-1.9611301231440814,0.0,46.0,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617042192.080723,-110.9605941772461,32.256988525390625,0.0,-1.0,0.0,46.0,0.0,-6.0,0.0,19.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
